System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:15:11,540.3012,Pig,10,0,0,0,0,0,0,0,10,9,9,6,5,4,0,0,5,5,4,0,4,2,
19:6:29,377.0173,Pig,10,0,0,0,0,0,0,0,10,9,9,3,2,1,0,0,7,3,4,0,1,5,
19:34:54,379.0504,Pig,6,0,0,0,0,0,0,0,6,5,5,5,2,2,0,0,4,2,2,0,2,2,
19:46:21,379.026,Pig,6,0,0,0,0,0,0,0,6,3,3,2,1,1,0,0,4,2,1,0,1,4,
20:0:1,722.4765,Pig,18,0,0,0,0,0,0,0,18,17,16,11,10,10,0,0,4,14,5,0,10,3,
20:16:42,1530.008,Pig,618,408,188,60,45,67,42,6,618,429,369,204,136,92,200,208,301,317,117,3,86,4,
20:21:40,542.0632,Pig,10,0,0,0,0,0,0,0,10,9,7,5,2,2,0,0,3,7,5,0,2,3,
20:34:25,1271.528,Pig,30,8,0,4,0,0,4,0,30,29,25,18,18,13,4,4,15,15,6,0,13,3,
20:37:46,380.0404,Pig,6,0,0,0,0,0,0,0,6,6,5,5,4,3,0,0,3,3,1,0,3,2,
20:45:44,344.6513,Pig,6,0,0,0,0,0,0,0,6,5,5,3,2,0,0,0,4,2,0,0,0,6,
20:52:41,381.0377,Pig,6,0,0,0,0,0,0,0,6,6,6,5,3,2,0,0,2,4,0,1,2,3,
21:3:31,377.2008,Pig,6,0,0,0,0,0,0,0,6,5,4,4,1,1,0,0,4,2,2,0,1,3,
21:22:8,1163.537,Pig,134,95,40,4,15,17,19,0,134,94,90,57,38,18,56,39,79,55,20,0,18,1,
21:25:23,377.0381,Pig,6,0,0,0,0,0,0,0,6,3,3,3,2,1,0,0,2,4,1,0,1,4,
22:16:48,911.1638,Pig,30,9,4,0,0,3,0,2,30,26,26,14,9,9,4,5,11,19,12,0,7,2,

