System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:16:46,731.0641,Cow,9,0,0,0,0,0,0,0,9,9,7,7,5,5,0,0,5,4,2,0,5,2,
19:7:25,490.0363,Cow,6,0,0,0,0,0,0,0,6,5,4,2,2,2,0,0,5,1,2,0,2,2,
19:35:49,490.0009,Cow,6,0,0,0,0,0,0,0,6,5,5,2,2,2,0,0,3,3,1,0,2,3,
19:49:59,811.6968,Cow,9,0,0,0,0,0,0,0,9,7,7,7,5,5,0,0,3,6,1,0,5,3,
19:58:4,490.0032,Cow,7,0,0,0,0,0,0,0,7,5,4,3,2,2,0,0,3,4,1,0,2,4,
20:7:21,719.3176,Cow,7,0,0,0,0,0,0,0,7,7,7,4,4,4,0,0,4,3,2,0,4,1,
20:21:14,490.0465,Cow,6,0,0,0,0,0,0,0,6,4,4,2,1,1,0,0,2,4,2,0,1,3,
20:31:43,949.873,Cow,9,0,0,0,0,0,0,0,9,7,7,5,5,4,0,0,3,6,0,0,4,5,
20:41:47,860.525,Cow,7,0,0,0,0,0,0,0,7,6,6,6,4,4,0,0,5,2,0,0,4,3,
20:46:5,387.8658,Cow,6,0,0,0,0,0,0,0,6,3,3,1,1,0,0,0,3,3,2,0,0,4,
20:55:50,758.2329,Cow,7,0,0,0,0,0,0,0,7,7,7,6,3,2,0,0,3,4,0,1,2,4,
21:6:36,745.5076,Cow,8,0,0,0,0,0,0,0,8,8,7,6,5,3,0,0,5,3,1,0,3,4,
21:16:31,491.0192,Cow,6,0,0,0,0,0,0,0,6,4,4,3,3,3,0,0,3,3,1,0,3,2,
21:26:21,493.0313,Cow,7,0,0,0,0,0,0,0,7,5,4,4,2,1,0,0,2,5,0,0,1,6,
22:14:55,685.8082,Cow,8,0,0,0,0,0,0,0,8,7,7,5,3,2,0,0,3,5,2,0,2,4,

