System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
23:38:41,415.0514,Dog,8,0,0,0,0,0,0,0,8,8,8,6,5,3,0,0,5,3,1,3,3,1,
0:4:34,464.0972,Dog,7,0,0,0,0,0,0,0,7,7,7,6,3,3,0,0,4,3,1,3,2,1,
0:20:40,524.919,Dog,8,0,0,0,0,0,0,0,8,8,8,6,3,3,0,0,2,6,0,5,3,0,
0:27:56,415.0552,Dog,7,0,0,0,0,0,0,0,7,7,7,4,3,3,0,0,4,3,0,2,3,2,
0:42:7,423.6973,Dog,6,0,0,0,0,0,0,0,6,6,6,6,3,2,0,0,4,2,0,4,2,0,
0:51:47,509.4311,Dog,8,0,0,0,0,0,0,0,8,8,8,5,4,3,0,0,3,5,0,4,3,1,
0:59:55,413.5729,Dog,6,0,0,0,0,0,0,0,6,6,6,6,2,1,0,0,1,5,0,5,1,0,
0:13:56,666.9004,Dog,7,0,0,0,0,0,0,0,7,7,7,6,4,3,0,0,5,2,1,2,3,1,
1:6:21,323.4471,Dog,7,0,0,0,0,0,0,0,7,7,7,6,0,0,0,0,6,1,0,7,0,0,
2:40:14,533.9855,Dog,6,0,0,0,0,0,0,0,6,6,6,6,3,3,0,0,4,2,1,2,1,2,

