System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
23:38:41,415.0514,Fox,8,0,0,0,0,0,0,0,8,8,8,6,1,1,0,0,4,4,2,5,1,0,
0:4:10,416.0581,Fox,10,0,0,0,0,0,0,0,10,10,10,6,2,2,0,0,5,5,2,6,2,0,
0:21:19,601.3134,Fox,8,0,0,0,0,0,0,0,8,8,8,7,2,2,0,0,4,4,3,3,2,0,
0:28:18,458.5587,Fox,10,0,0,0,0,0,0,0,10,10,10,7,4,2,0,0,5,5,1,6,2,1,
0:42:2,413.6389,Fox,8,0,0,0,0,0,0,0,8,8,8,5,2,1,0,0,6,2,1,5,1,1,
0:50:59,413.7008,Fox,6,0,0,0,0,0,0,0,6,6,5,5,1,1,0,0,3,3,2,1,1,2,
1:0:10,443.6501,Fox,8,0,0,0,0,0,0,0,8,7,6,5,3,3,0,0,2,6,1,2,3,2,
0:14:51,776.9782,Fox,12,0,0,0,0,0,0,0,12,12,12,9,5,5,0,0,10,2,1,6,5,0,
1:8:36,592.9999,Fox,10,0,0,0,0,0,0,0,10,10,10,8,2,2,0,0,7,3,5,3,2,0,
2:41:58,741.5327,Fox,8,0,0,0,0,0,0,0,8,8,7,7,4,3,0,0,2,6,1,3,3,1,

