System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
21:36:25,455.0527,Lion,6,0,0,0,0,0,0,0,6,6,6,6,2,2,0,0,4,2,3,1,2,0,
21:59:17,454.0498,Lion,6,0,0,0,0,0,0,0,6,6,6,6,5,5,0,0,3,3,1,0,5,0,
22:14:10,458.0393,Lion,6,0,0,0,0,0,0,0,6,6,6,6,3,3,0,0,3,3,1,2,3,0,
22:21:22,453.0134,Lion,7,0,0,0,0,0,0,0,7,7,6,6,4,4,0,0,2,5,3,0,4,0,
22:29:10,634.2704,Lion,7,0,0,0,0,0,0,0,7,7,7,7,5,4,0,0,4,3,2,1,4,0,
22:43:47,454.033,Lion,7,0,0,0,0,0,0,0,7,7,6,6,2,2,0,0,3,4,5,0,2,0,
22:7:56,456.0638,Lion,6,0,0,0,0,0,0,0,6,6,6,6,3,3,0,0,2,4,0,3,3,0,
22:55:51,548.0297,Lion,9,0,0,0,0,0,0,0,9,9,6,6,3,3,0,0,6,3,6,0,3,0,
23:24:16,655.6927,Lion,8,0,0,0,0,0,0,0,8,8,7,7,6,6,0,0,5,3,0,2,6,0,
23:33:5,546.7311,Lion,11,0,0,0,0,0,0,0,11,11,6,6,5,5,0,0,7,4,2,4,5,0,

