System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:3:20,1.21099,Pig,6,6,6,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,0,0,0,0,
19:3:38,37.0266,Pig,6,5,5,0,0,0,0,0,6,0,0,0,0,0,2,3,3,3,0,0,0,1,
19:3:58,76.10754,Pig,6,5,0,5,0,0,0,0,6,5,0,0,0,0,2,3,3,3,0,0,0,1,
19:4:15,111.0769,Pig,6,5,0,0,5,0,0,0,6,5,5,0,0,0,2,3,3,3,0,0,0,1,
19:4:34,147.5618,Pig,6,4,0,0,4,0,0,0,6,5,5,0,0,0,2,2,3,3,0,0,0,2,
19:4:36,152.0855,Pig,6,3,0,0,3,0,0,0,6,5,5,0,0,0,2,1,3,3,0,0,0,3,
19:4:43,166.0989,Pig,6,3,0,0,0,3,0,0,6,5,5,3,0,0,2,1,3,3,0,0,0,3,
19:5:15,229.6861,Pig,10,7,4,0,0,3,0,0,10,5,5,3,0,0,6,1,7,3,0,0,0,3,
19:5:22,243.8633,Pig,10,6,4,0,0,2,0,0,10,5,5,3,0,0,5,1,7,3,0,0,0,4,
19:5:26,251.0617,Pig,10,6,4,0,0,0,2,0,10,5,5,3,2,0,5,1,7,3,0,0,0,4,
19:5:52,304.7029,Pig,10,6,0,4,0,0,2,0,10,9,5,3,2,0,5,1,7,3,0,0,0,4,
19:6:10,339.7154,Pig,10,6,0,0,4,0,2,0,10,9,9,3,2,0,5,1,7,3,0,0,0,4,
19:6:18,355.0418,Pig,10,2,0,0,0,0,2,0,10,9,9,3,2,0,1,1,7,3,4,0,0,4,
19:6:25,370.0246,Pig,10,1,0,0,0,0,1,0,10,9,9,3,2,0,1,0,7,3,4,0,0,5,
19:6:28,376.0976,Pig,10,1,0,0,0,0,0,1,10,9,9,3,2,1,1,0,7,3,4,0,0,5,
19:6:29,377.0173,Pig,10,0,0,0,0,0,0,0,10,9,9,3,2,1,0,0,7,3,4,0,1,5,
