System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:3:20,1.21099,Chicken,6,6,6,0,0,0,0,0,6,0,0,0,0,0,4,2,4,2,0,0,0,0,
19:3:37,34.06461,Chicken,6,5,5,0,0,0,0,0,6,0,0,0,0,0,3,2,4,2,0,0,0,1,
19:3:38,35.55993,Chicken,6,4,4,0,0,0,0,0,6,0,0,0,0,0,3,1,4,2,0,0,0,2,
19:3:40,41.10929,Chicken,6,4,0,4,0,0,0,0,6,4,0,0,0,0,3,1,4,2,0,0,0,2,
19:3:44,47.86564,Chicken,6,3,0,3,0,0,0,0,6,4,0,0,0,0,2,1,4,2,0,0,0,3,
19:3:57,74.15936,Chicken,6,2,0,2,0,0,0,0,6,4,0,0,0,0,1,1,4,2,0,0,0,4,
19:4:0,81.10488,Chicken,6,2,0,0,2,0,0,0,6,4,2,0,0,0,1,1,4,2,0,0,0,4,
19:4:20,121.0824,Chicken,6,2,0,0,0,2,0,0,6,4,2,2,0,0,1,1,4,2,0,0,0,4,
19:4:45,170.3583,Chicken,6,1,0,0,0,1,0,0,6,4,2,2,0,0,1,0,4,2,1,0,0,4,
19:5:0,201.0785,Chicken,6,1,0,0,0,0,1,0,6,4,2,2,1,0,1,0,4,2,1,0,0,4,
19:5:48,295.8688,Chicken,6,0,0,0,0,0,0,0,6,4,2,2,1,0,0,0,4,2,1,0,0,5,
