System Time:,Simulation Time:,VegetableType:,CurrentNumber:,
19:22:42,3366.294,Grain,41,
19:22:46,3376.308,Grain,42,
19:22:49,3386.315,Grain,41,
19:22:52,3396.38,Grain,41,
19:22:56,3406.506,Grain,42,
19:22:59,3416.564,Grain,41,
19:23:2,3426.612,Grain,42,
19:23:6,3436.777,Grain,41,
19:23:9,3446.778,Grain,41,
19:23:13,3456.907,Grain,42,
19:23:16,3466.919,Grain,41,
19:23:19,3476.942,Grain,42,
19:23:23,3487.03,Grain,43,
19:23:26,3497.095,Grain,44,
19:23:29,3507.177,Grain,44,
19:23:33,3517.294,Grain,44,
19:23:36,3527.381,Grain,44,
19:23:39,3537.403,Grain,45,
19:23:43,3547.405,Grain,45,
19:23:46,3557.451,Grain,46,
19:23:49,3567.58,Grain,47,
19:23:53,3577.645,Grain,47,
19:23:56,3587.706,Grain,48,
19:23:59,3597.814,Grain,48,
19:24:3,3607.842,Grain,48,
19:24:6,3617.968,Grain,49,
19:24:10,3628.077,Grain,50,
19:24:13,3638.171,Grain,50,
19:24:16,3648.277,Grain,49,
19:24:20,3658.341,Grain,49,
19:24:23,3668.404,Grain,49,
19:24:26,3678.411,Grain,50,
19:24:30,3688.415,Grain,50,
19:24:33,3698.469,Grain,51,
19:24:36,3708.517,Grain,52,
19:24:40,3718.583,Grain,53,
19:24:43,3728.624,Grain,52,
19:24:46,3738.755,Grain,53,
19:24:50,3748.758,Grain,53,
19:24:53,3758.829,Grain,54,
19:24:57,3768.893,Grain,55,
19:25:0,3778.926,Grain,56,
19:25:3,3788.946,Grain,55,
19:25:7,3799.085,Grain,55,
19:25:10,3809.147,Grain,55,
19:25:13,3819.156,Grain,56,
19:25:17,3829.231,Grain,56,
19:25:20,3839.353,Grain,57,
19:25:23,3849.412,Grain,58,
19:25:27,3859.511,Grain,58,
19:25:30,3869.559,Grain,58,
19:25:33,3879.609,Grain,58,
19:25:37,3889.72,Grain,59,
19:25:40,3899.831,Grain,60,
19:25:44,3909.875,Grain,60,
19:25:47,3919.99,Grain,60,
19:25:50,3930.006,Grain,61,
19:25:54,3940.057,Grain,61,
19:25:57,3950.088,Grain,59,
19:26:0,3960.105,Grain,60,
19:26:4,3970.177,Grain,60,
19:26:7,3980.31,Grain,61,
19:26:10,3990.36,Grain,62,
19:26:14,4000.436,Grain,63,
19:26:17,4010.46,Grain,64,
19:26:20,4020.53,Grain,65,
19:26:24,4030.578,Grain,64,
19:26:27,4040.645,Grain,62,
19:26:31,4050.727,Grain,60,
19:26:34,4060.863,Grain,60,
19:26:37,4070.915,Grain,59,
19:26:41,4081.088,Grain,60,
19:26:44,4091.12,Grain,59,
19:26:47,4101.238,Grain,59,
19:26:51,4111.342,Grain,58,
19:26:54,4121.391,Grain,59,
19:26:57,4131.486,Grain,60,
19:27:1,4141.589,Grain,61,
19:27:4,4151.641,Grain,59,
19:27:8,4161.683,Grain,59,
19:27:11,4171.842,Grain,60,
19:27:14,4181.968,Grain,60,
19:27:18,4191.994,Grain,60,
19:27:21,4202.039,Grain,60,
19:27:25,4212.08,Grain,61,
19:27:28,4222.263,Grain,62,
19:27:32,4232.4,Grain,63,
19:27:35,4242.474,Grain,64,
19:27:39,4252.67,Grain,65,
19:27:42,4262.707,Grain,65,
19:27:45,4272.707,Grain,65,
19:27:49,4282.893,Grain,65,
19:27:52,4293.015,Grain,63,
19:27:55,4303.04,Grain,62,
19:27:59,4313.049,Grain,63,
19:28:2,4323.097,Grain,63,
19:28:5,4333.173,Grain,64,
19:28:9,4343.314,Grain,63,
19:28:12,4353.326,Grain,63,
19:28:15,4363.336,Grain,63,
19:28:19,4373.351,Grain,62,
19:28:22,4383.409,Grain,60,
19:28:26,4393.612,Grain,61,
19:28:29,4403.829,Grain,62,
19:28:32,4413.847,Grain,61,
19:28:36,4423.898,Grain,62,
19:28:39,4433.98,Grain,63,
19:28:42,4444.01,Grain,63,
19:28:46,4454.071,Grain,64,
19:28:49,4464.233,Grain,65,
19:28:53,4474.37,Grain,65,
19:28:56,4484.462,Grain,64,
19:28:59,4494.502,Grain,64,
19:29:3,4504.67,Grain,65,
19:29:6,4514.795,Grain,66,
19:29:10,4524.968,Grain,67,
19:29:13,4534.988,Grain,67,
19:29:16,4545.151,Grain,68,
19:29:20,4555.351,Grain,68,
19:29:23,4565.459,Grain,69,
19:29:26,4575.473,Grain,70,
19:29:30,4585.48,Grain,70,
19:29:33,4595.623,Grain,71,
19:29:37,4605.823,Grain,72,
19:29:40,4615.979,Grain,71,
19:29:43,4626.129,Grain,72,
19:29:47,4636.151,Grain,73,
19:29:50,4646.218,Grain,74,
19:29:54,4656.313,Grain,75,
19:29:57,4666.385,Grain,75,
19:30:0,4676.443,Grain,75,
19:30:4,4686.456,Grain,76,
19:30:7,4696.633,Grain,77,
19:30:10,4706.766,Grain,78,
19:30:14,4716.78,Grain,79,
19:30:17,4726.798,Grain,79,
19:30:21,4736.898,Grain,80,
19:30:24,4747.009,Grain,81,
19:30:27,4757.033,Grain,81,
19:30:31,4767.132,Grain,81,
19:30:34,4777.138,Grain,82,
19:30:37,4787.295,Grain,82,
19:30:41,4797.384,Grain,82,
19:30:44,4807.429,Grain,82,
19:30:47,4817.44,Grain,82,
19:30:51,4827.566,Grain,80,
19:30:54,4837.667,Grain,80,
19:30:58,4847.774,Grain,81,
19:31:1,4857.807,Grain,82,
19:31:4,4867.938,Grain,82,
19:31:8,4878.052,Grain,83,
19:31:11,4888.057,Grain,84,
19:31:14,4898.199,Grain,84,
19:31:18,4908.255,Grain,85,
19:31:21,4918.334,Grain,86,
19:31:24,4928.38,Grain,87,
19:31:28,4938.482,Grain,87,
19:31:31,4948.643,Grain,87,
19:31:35,4958.688,Grain,87,
19:31:38,4968.833,Grain,88,
19:31:41,4978.896,Grain,88,
19:31:45,4988.959,Grain,87,
19:31:48,4999.043,Grain,87,
19:31:51,5009.115,Grain,87,
19:31:55,5019.135,Grain,87,
19:31:58,5029.206,Grain,88,
19:32:1,5039.219,Grain,88,
19:32:5,5049.29,Grain,88,
19:32:8,5059.305,Grain,88,
19:32:11,5069.35,Grain,89,
19:32:15,5079.4,Grain,90,
19:32:18,5089.511,Grain,91,
19:32:22,5099.559,Grain,92,
19:32:25,5109.655,Grain,93,
19:32:28,5119.73,Grain,93,
19:32:32,5129.734,Grain,94,
19:32:35,5139.743,Grain,95,
19:32:38,5149.852,Grain,96,
19:32:42,5159.969,Grain,97,
19:32:45,5170.034,Grain,98,
19:32:48,5180.109,Grain,96,
19:32:52,5190.187,Grain,96,
19:32:55,5200.273,Grain,95,
19:32:58,5210.292,Grain,94,
19:33:2,5220.423,Grain,95,
19:33:5,5230.494,Grain,96,
19:33:9,5240.552,Grain,96,
19:33:12,5250.604,Grain,97,
19:33:15,5260.635,Grain,97,
19:33:19,5270.661,Grain,98,
