System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
22:10:22,1.215156,Lion,6,6,6,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,0,0,0,0,
22:11:7,91.14726,Lion,6,6,0,6,0,0,0,0,6,6,0,0,0,0,3,3,3,3,0,0,0,0,
22:11:28,133.1427,Lion,6,6,0,0,6,0,0,0,6,6,6,0,0,0,3,3,3,3,0,0,0,0,
22:12:1,199.221,Lion,6,6,0,0,0,6,0,0,6,6,6,6,0,0,3,3,3,3,0,0,0,0,
22:12:2,201.7645,Lion,6,3,0,0,0,3,0,0,6,6,6,6,0,0,0,3,3,3,1,2,0,0,
22:12:52,301.1067,Lion,6,3,0,0,0,0,3,0,6,6,6,6,3,0,0,3,3,3,1,2,0,0,
22:14:7,451.0998,Lion,6,3,0,0,0,0,0,3,6,6,6,6,3,3,0,3,3,3,1,2,0,0,
22:14:7,452.0396,Lion,6,2,0,0,0,0,0,2,6,6,6,6,3,3,0,2,3,3,1,2,1,0,
22:14:8,454.0402,Lion,6,1,0,0,0,0,0,1,6,6,6,6,3,3,0,1,3,3,1,2,2,0,
22:14:10,458.0393,Lion,6,0,0,0,0,0,0,0,6,6,6,6,3,3,0,0,3,3,1,2,3,0,
