System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
23:28:32,1.204095,Fox,6,6,6,0,0,0,0,0,6,0,0,0,0,0,5,1,5,1,0,0,0,0,
23:29:14,83.6536,Fox,6,6,0,6,0,0,0,0,6,6,0,0,0,0,5,1,5,1,0,0,0,0,
23:29:33,122.1579,Fox,6,6,0,0,6,0,0,0,6,6,6,0,0,0,5,1,5,1,0,0,0,0,
23:29:52,159.9257,Fox,6,5,0,0,5,0,0,0,6,6,6,0,0,0,4,1,5,1,0,0,0,1,
23:30:3,182.6134,Fox,6,5,0,0,0,5,0,0,6,6,6,5,0,0,4,1,5,1,0,0,0,1,
23:30:12,200.9865,Fox,6,3,0,0,0,3,0,0,6,6,6,5,0,0,3,0,5,1,0,2,0,1,
23:30:18,211.3773,Fox,6,2,0,0,0,2,0,0,6,6,6,5,0,0,2,0,5,1,0,2,0,2,
23:30:50,276.1506,Fox,6,2,0,0,0,0,2,0,6,6,6,5,2,0,2,0,5,1,0,2,0,2,
23:31:59,413.6022,Fox,6,2,0,0,0,0,0,2,6,6,6,5,2,2,2,0,5,1,0,2,0,2,
23:32:0,417.0438,Fox,6,1,0,0,0,0,0,1,6,6,6,5,2,2,1,0,5,1,0,2,1,2,
23:32:4,425.0353,Fox,6,0,0,0,0,0,0,0,6,6,6,5,2,2,0,0,5,1,0,2,2,2,
