System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:43:12,1.202575,Pig,6,6,6,0,0,0,0,0,6,0,0,0,0,0,4,2,4,2,0,0,0,0,
19:43:41,58.97563,Pig,6,5,5,0,0,0,0,0,6,0,0,0,0,0,3,2,4,2,0,0,0,1,
19:43:43,64.46565,Pig,6,4,4,0,0,0,0,0,6,0,0,0,0,0,2,2,4,2,0,0,0,2,
19:43:49,75.96644,Pig,6,3,3,0,0,0,0,0,6,0,0,0,0,0,2,1,4,2,0,0,0,3,
19:43:49,76.08667,Pig,6,3,0,3,0,0,0,0,6,3,0,0,0,0,2,1,4,2,0,0,0,3,
19:44:7,111.0684,Pig,6,3,0,0,3,0,0,0,6,3,3,0,0,0,2,1,4,2,0,0,0,3,
19:44:8,112.9972,Pig,6,2,0,0,2,0,0,0,6,3,3,0,0,0,1,1,4,2,0,0,0,4,
19:44:34,166.0989,Pig,6,2,0,0,0,2,0,0,6,3,3,2,0,0,1,1,4,2,0,0,0,4,
19:44:51,200.2703,Pig,6,1,0,0,0,1,0,0,6,3,3,2,0,0,0,1,4,2,1,0,0,4,
19:45:17,251.0732,Pig,6,1,0,0,0,0,1,0,6,3,3,2,1,0,0,1,4,2,1,0,0,4,
19:46:19,376.0522,Pig,6,1,0,0,0,0,0,1,6,3,3,2,1,1,0,1,4,2,1,0,0,4,
19:46:21,379.026,Pig,6,0,0,0,0,0,0,0,6,3,3,2,1,1,0,0,4,2,1,0,1,4,
