System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
17:51:1,1.210683,Pig,6,6,6,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,0,0,0,0,
17:51:21,40.15941,Pig,6,5,5,0,0,0,0,0,6,0,0,0,0,0,3,2,3,3,0,0,0,1,
17:51:22,42.28272,Pig,6,4,4,0,0,0,0,0,6,0,0,0,0,0,3,1,3,3,0,0,0,2,
17:51:39,76.10677,Pig,6,4,0,4,0,0,0,0,6,4,0,0,0,0,3,1,3,3,0,0,0,2,
17:51:56,111.0975,Pig,6,4,0,0,4,0,0,0,6,4,4,0,0,0,3,1,3,3,0,0,0,2,
17:52:24,166.1496,Pig,6,4,0,0,0,4,0,0,6,4,4,4,0,0,3,1,3,3,0,0,0,2,
17:52:41,200.2666,Pig,6,2,0,0,0,2,0,0,6,4,4,4,0,0,2,0,3,3,2,0,0,2,
17:53:6,251.0726,Pig,6,2,0,0,0,0,2,0,6,4,4,4,2,0,2,0,3,3,2,0,0,2,
17:54:9,376.0919,Pig,6,2,0,0,0,0,0,2,6,4,4,4,2,2,2,0,3,3,2,0,0,2,
17:54:10,378.0349,Pig,6,1,0,0,0,0,0,1,6,4,4,4,2,2,1,0,3,3,2,0,1,2,
17:54:11,380.0658,Pig,6,0,0,0,0,0,0,0,6,4,4,4,2,2,0,0,3,3,2,0,2,2,
