System Time:,Simulation Time:,VegetableType:,CurrentNumber:
10:34:21,4240.084,Grain,133
10:35:24,4250.284,Grain,134
10:36:23,4260.484,Grain,135
10:37:23,4270.684,Grain,136
10:38:23,4280.884,Grain,137
10:39:23,4291.084,Grain,138
10:40:24,4301.284,Grain,139
10:41:24,4311.484,Grain,140
10:42:24,4321.684,Grain,141
10:43:22,4331.884,Grain,142
10:44:19,4342.084,Grain,143
10:45:09,4352.284,Grain,144
