System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
18:37:34,416.0477,Dog,6,0,0,0,0,0,0,0,6,6,6,5,1,1,0,0,4,2,0,4,1,1,
18:46:19,327.4164,Dog,6,0,0,0,0,0,0,0,6,4,4,4,1,0,0,0,3,3,0,2,0,4,
18:57:10,451.6755,Dog,7,0,0,0,0,0,0,0,7,7,7,5,3,2,0,0,1,6,0,3,2,2,
19:18:7,418.0244,Dog,7,0,0,0,0,0,0,0,7,7,7,6,3,3,0,0,6,1,0,4,3,0,
19:27:23,418.0032,Dog,7,0,0,0,0,0,0,0,7,7,7,5,1,1,0,0,3,4,0,5,1,1,
19:32:41,416.0497,Dog,7,0,0,0,0,0,0,0,7,7,7,5,1,1,0,0,4,3,0,5,1,1,
19:37:52,363.0502,Dog,6,0,0,0,0,0,0,0,6,4,4,4,1,0,0,0,1,5,2,2,0,2,
19:6:58,331.8651,Dog,7,0,0,0,0,0,0,0,7,5,5,5,2,0,0,0,1,6,0,5,0,2,
19:48:13,257.7987,Dog,6,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,4,2,0,6,0,0,
19:57:19,321.4315,Dog,6,0,0,0,0,0,0,0,6,6,6,6,1,0,0,0,4,2,2,4,0,0,
19:12:20,312.0038,Dog,7,0,0,0,0,0,0,0,7,7,7,6,0,0,0,0,3,4,1,6,0,0,
20:18:19,201.0211,Dog,6,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,4,2,0,6,0,0,
20:4:13,201.0065,Dog,6,0,0,0,0,0,0,0,6,5,5,4,0,0,0,0,4,2,0,3,0,3,
20:28:21,392.0303,Dog,6,0,0,0,0,0,0,0,6,4,4,4,1,0,0,0,2,4,0,4,0,2,
20:12:51,404.2919,Dog,7,0,0,0,0,0,0,0,7,7,7,6,1,0,0,0,3,4,2,5,0,0,

