System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
18:35:46,201.0202,Fox,6,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,1,5,0,5,0,1,
18:47:3,415.0406,Fox,8,0,0,0,0,0,0,0,8,7,7,5,2,2,0,0,4,4,2,3,2,1,
18:59:22,714.9672,Fox,16,1,0,0,0,0,1,0,16,16,16,8,6,4,0,1,7,9,3,8,4,0,
19:18:6,416.0118,Fox,6,0,0,0,0,0,0,0,6,5,5,5,2,1,0,0,5,1,1,1,1,3,
19:27:21,414.0191,Fox,8,0,0,0,0,0,0,0,8,8,8,6,2,1,0,0,2,6,2,5,1,0,
19:32:40,414.0452,Fox,6,0,0,0,0,0,0,0,6,6,6,5,1,1,0,0,3,3,1,3,1,1,
19:39:32,562.4592,Fox,8,1,0,0,0,1,0,0,8,7,7,5,2,2,1,0,3,5,1,2,2,2,
19:7:39,414.0089,Fox,6,0,0,0,0,0,0,0,6,5,5,5,1,1,0,0,3,3,0,4,1,1,
19:49:31,414.0359,Fox,6,0,0,0,0,0,0,0,6,6,6,6,2,1,0,0,2,4,1,3,1,1,
19:58:5,414.0305,Fox,8,0,0,0,0,0,0,0,8,8,8,6,3,1,0,0,5,3,0,7,1,0,
19:12:30,331.6944,Fox,6,0,0,0,0,0,0,0,6,6,5,5,1,0,0,0,3,3,0,4,0,2,
20:23:47,854.9922,Fox,14,2,0,0,0,0,2,0,14,13,13,8,7,5,0,2,6,8,2,3,5,2,
20:6:1,417.0175,Fox,6,0,0,0,0,0,0,0,6,6,6,6,1,1,0,0,1,5,0,5,1,0,
20:28:33,416.0082,Fox,10,0,0,0,0,0,0,0,10,9,9,6,4,2,0,0,8,2,0,7,2,1,
20:13:27,475.1595,Fox,10,0,0,0,0,0,0,0,10,10,10,6,2,0,0,0,3,7,0,7,0,3,

