System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
19:23:55,1.200054,Lion,6,6,6,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,0,0,0,0,
19:24:40,91.10383,Lion,6,6,0,6,0,0,0,0,6,6,0,0,0,0,3,3,3,3,0,0,0,0,
19:25:1,133.1193,Lion,6,6,0,0,6,0,0,0,6,6,6,0,0,0,3,3,3,3,0,0,0,0,
19:25:34,199.0924,Lion,6,6,0,0,0,6,0,0,6,6,6,6,0,0,3,3,3,3,0,0,0,0,
19:25:35,201.7263,Lion,6,4,0,0,0,4,0,0,6,6,6,6,0,0,1,3,3,3,2,0,0,0,
19:26:25,301.1025,Lion,6,4,0,0,0,0,4,0,6,6,6,6,4,0,1,3,3,3,2,0,0,0,
19:26:53,356.497,Lion,7,5,1,0,0,0,4,0,7,6,6,6,4,0,1,4,3,4,2,0,0,0,
19:27:5,382.201,Lion,7,4,1,0,0,0,3,0,7,6,6,6,4,0,1,3,3,4,2,1,0,0,
19:27:25,420.5912,Lion,7,3,1,0,0,0,2,0,7,6,6,6,4,0,1,2,3,4,3,1,0,0,
19:27:38,446.5098,Lion,7,3,0,1,0,0,2,0,7,7,6,6,4,0,1,2,3,4,3,1,0,0,
19:27:40,451.0776,Lion,7,3,0,1,0,0,0,2,7,7,6,6,4,2,1,2,3,4,3,1,0,0,
19:27:40,451.2207,Lion,7,2,0,1,0,0,0,1,7,7,6,6,4,2,1,1,3,4,4,1,0,0,
19:27:41,453.0418,Lion,7,1,0,1,0,0,0,0,7,7,6,6,4,2,0,1,3,4,4,1,1,0,
19:27:59,488.5241,Lion,7,1,0,0,1,0,0,0,7,7,7,6,4,2,0,1,3,4,4,1,1,0,
19:28:32,554.4998,Lion,7,1,0,0,0,1,0,0,7,7,7,7,4,2,0,1,3,4,4,1,1,0,
19:29:0,610.4114,Lion,7,0,0,0,0,0,0,0,7,7,7,7,4,2,0,0,3,4,4,2,1,0,
