System Time:,Simulation Time:,AnimalType:,overall,alive,puppy,juvenile,young_adult,adult,aged_adult,elder,overall_puppy,overall_juvenile,overall_young_adult,overall_adult,overall_aged_adult,overall_elder,female,male,overall_female,overall_male,thirstDeath,hungerDeath,ageDeath,predatorDeath
21:55:30,1.205561,Fox,6,6,6,0,0,0,0,0,6,0,0,0,0,0,3,3,3,3,0,0,0,0,
21:56:11,83.61675,Fox,6,6,0,6,0,0,0,0,6,6,0,0,0,0,3,3,3,3,0,0,0,0,
21:56:30,122.0952,Fox,6,6,0,0,6,0,0,0,6,6,6,0,0,0,3,3,3,3,0,0,0,0,
21:57:1,182.6031,Fox,6,6,0,0,0,6,0,0,6,6,6,6,0,0,3,3,3,3,0,0,0,0,
21:57:10,201.0179,Fox,6,3,0,0,0,3,0,0,6,6,6,6,0,0,2,1,3,3,0,3,0,0,
21:57:35,251.8819,Fox,8,5,2,0,0,3,0,0,8,6,6,6,0,0,3,2,4,4,0,3,0,0,
21:57:47,276.1148,Fox,8,5,2,0,0,0,3,0,8,6,6,6,3,0,3,2,4,4,0,3,0,0,
21:58:17,334.3707,Fox,8,5,0,2,0,0,3,0,8,8,6,6,3,0,3,2,4,4,0,3,0,0,
21:58:36,372.883,Fox,8,5,0,0,2,0,3,0,8,8,8,6,3,0,3,2,4,4,0,3,0,0,
21:58:39,379.0379,Fox,8,3,0,0,0,0,3,0,8,8,8,6,3,0,2,1,4,4,0,5,0,0,
21:58:56,413.6045,Fox,8,3,0,0,0,0,0,3,8,8,8,6,3,3,2,1,4,4,0,5,0,0,
21:58:56,414.0203,Fox,8,2,0,0,0,0,0,2,8,8,8,6,3,3,1,1,4,4,0,5,1,0,
21:58:57,416.0421,Fox,8,1,0,0,0,0,0,1,8,8,8,6,3,3,1,0,4,4,0,5,2,0,
21:59:0,420.0526,Fox,8,0,0,0,0,0,0,0,8,8,8,6,3,3,0,0,4,4,0,5,3,0,
